Date,Customer,Product,Category,Quantity,Price,Discount(%),TotalAmount,Region,Salesperson
2025-10-14,F,Bag,Accessories,3,1200,10,3240.0,North,Priya
2025-10-15,B,Bag,Accessories,3,1200,5,3420.0,North,Amit
2025-10-16,H,Perfume,Beauty,3,900,5,2565.0,West,Amit
2025-10-17,G,Watch,Accessories,1,2500,5,2375.0,North,Karan
2025-10-18,F,Shoes,Footwear,1,1500,15,1275.0,South,Amit
2025-10-19,E,Watch,Accessories,3,2500,15,6375.0,North,Priya
2025-10-20,B,Perfume,Beauty,2,900,5,1710.0,West,Amit
2025-10-21,H,Headphones,Electronics,1,2500,5,2375.0,West,Sneha
2025-10-22,A,Laptop,Electronics,1,45000,15,38250.0,East,Karan
2025-10-23,G,Sunglasses,Accessories,5,800,10,3600.0,North,Sneha
2025-10-24,C,Headphones,Electronics,1,2500,0,2500.0,East,Sneha
2025-10-25,G,Sunglasses,Accessories,4,800,5,3040.0,West,Karan
2025-10-26,E,Watch,Accessories,1,2500,0,2500.0,North,Amit
2025-10-27,F,Bag,Accessories,3,1200,15,3060.0,West,Sneha
2025-10-28,H,Bag,Accessories,2,1200,5,2280.0,West,Karan
2025-10-29,A,Watch,Accessories,2,2500,15,4250.0,North,Sneha
2025-10-30,C,Bag,Accessories,5,1200,15,5100.0,West,Karan
2025-10-31,A,Sunglasses,Accessories,5,800,10,3600.0,South,Amit
2025-11-01,H,Watch,Accessories,3,2500,0,7500.0,West,Rahul
2025-11-02,H,Watch,Accessories,1,2500,0,2500.0,West,Rahul
2025-11-03,D,Sunglasses,Accessories,2,800,5,1520.0,West,Sneha
2025-11-04,H,Sunglasses,Accessories,3,800,15,2040.0,West,Neha
2025-11-05,A,Sunglasses,Accessories,1,800,5,760.0,North,Neha
2025-11-06,F,Watch,Accessories,5,2500,10,11250.0,West,Rahul
2025-11-07,G,Perfume,Beauty,1,900,10,810.0,South,Neha
2025-11-08,B,Bag,Accessories,5,1200,15,5100.0,South,Priya
2025-11-09,G,Bag,Accessories,4,1200,5,4560.0,West,Sneha
2025-11-10,C,Headphones,Electronics,4,2500,5,9500.0,North,Sneha
2025-11-11,B,Laptop,Electronics,3,45000,0,135000.0,West,Sneha
2025-11-12,D,Headphones,Electronics,3,2500,15,6375.0,South,Karan
2025-11-13,B,Perfume,Beauty,5,900,0,4500.0,West,Karan
2025-11-14,B,Headphones,Electronics,3,2500,5,7125.0,East,Sneha
2025-11-15,B,Bag,Accessories,5,1200,5,5700.0,East,Neha
2025-11-16,D,Perfume,Beauty,2,900,5,1710.0,South,Amit
2025-11-17,A,Sunglasses,Accessories,1,800,15,680.0,West,Amit
2025-11-18,D,Headphones,Electronics,5,2500,15,10625.0,South,Rahul
2025-11-19,F,Watch,Accessories,2,2500,15,4250.0,East,Priya
2025-11-20,E,Watch,Accessories,1,2500,0,2500.0,East,Sneha
2025-11-21,H,Perfume,Beauty,4,900,5,3420.0,South,Sneha
2025-11-22,A,Headphones,Electronics,2,2500,10,4500.0,North,Karan
2025-11-23,G,Shoes,Footwear,3,1500,15,3825.0,North,Neha
2025-11-24,F,T-shirt,Clothing,3,700,0,2100.0,South,Sneha
2025-11-25,B,Perfume,Beauty,3,900,5,2565.0,East,Neha
2025-11-26,G,Headphones,Electronics,2,2500,15,4250.0,South,Karan
2025-11-27,A,Laptop,Electronics,1,45000,15,38250.0,North,Neha
2025-11-28,G,Bag,Accessories,3,1200,15,3060.0,North,Neha
2025-11-29,B,T-shirt,Clothing,2,700,0,1400.0,East,Neha
2025-11-30,G,Perfume,Beauty,3,900,15,2295.0,South,Amit
2025-12-01,B,Shoes,Footwear,3,1500,10,4050.0,West,Sneha
2025-12-02,H,T-shirt,Clothing,1,700,0,700.0,West,Priya
2025-12-03,D,T-shirt,Clothing,2,700,10,1260.0,West,Karan
2025-12-04,D,Bag,Accessories,5,1200,5,5700.0,West,Amit
2025-12-05,A,Watch,Accessories,1,2500,0,2500.0,West,Karan
2025-12-06,E,Bag,Accessories,3,1200,5,3420.0,North,Sneha
2025-12-07,G,Shoes,Footwear,5,1500,0,7500.0,North,Karan
2025-12-08,H,Perfume,Beauty,4,900,0,3600.0,North,Amit
2025-12-09,E,Headphones,Electronics,4,2500,5,9500.0,East,Karan
2025-12-10,E,Shoes,Footwear,5,1500,0,7500.0,South,Neha
2025-12-11,F,Shoes,Footwear,5,1500,15,6375.0,East,Sneha
2025-12-12,A,Laptop,Electronics,4,45000,15,153000.0,East,Neha
2025-12-13,F,Perfume,Beauty,2,900,0,1800.0,East,Sneha
2025-12-14,E,Sunglasses,Accessories,3,800,0,2400.0,East,Priya
2025-12-15,B,Shoes,Footwear,4,1500,0,6000.0,West,Neha
2025-12-16,F,Sunglasses,Accessories,2,800,5,1520.0,North,Karan
2025-12-17,H,Laptop,Electronics,3,45000,5,128250.0,South,Priya
2025-12-18,H,Bag,Accessories,5,1200,0,6000.0,West,Sneha
2025-12-19,A,Headphones,Electronics,5,2500,15,10625.0,South,Neha
2025-12-20,B,Shoes,Footwear,5,1500,10,6750.0,West,Amit
2025-12-21,F,Laptop,Electronics,5,45000,15,191250.0,East,Amit
2025-12-22,A,Watch,Accessories,5,2500,10,11250.0,South,Priya
2025-12-23,G,Headphones,Electronics,1,2500,10,2250.0,East,Rahul
2025-12-24,B,T-shirt,Clothing,1,700,5,665.0,North,Priya
2025-12-25,D,Headphones,Electronics,2,2500,10,4500.0,East,Priya
2025-12-26,G,Laptop,Electronics,4,45000,5,171000.0,North,Amit
2025-12-27,C,Headphones,Electronics,3,2500,5,7125.0,North,Rahul
2025-12-28,F,Laptop,Electronics,3,45000,0,135000.0,North,Priya
2025-12-29,D,T-shirt,Clothing,2,700,15,1190.0,North,Karan
2025-12-30,C,Sunglasses,Accessories,5,800,15,3400.0,North,Amit
2025-12-31,B,Perfume,Beauty,4,900,0,3600.0,North,Karan
2025-01-01,D,Bag,Accessories,5,1200,5,5700.0,West,Amit
2025-01-02,E,T-shirt,Clothing,5,700,5,3325.0,West,Neha
2025-01-03,F,Watch,Accessories,3,2500,15,6375.0,South,Sneha
2025-01-04,G,Laptop,Electronics,2,45000,10,81000.0,North,Sneha
2025-01-05,F,Laptop,Electronics,1,45000,5,42750.0,East,Sneha
2025-01-06,H,T-shirt,Clothing,1,700,15,595.0,South,Sneha
2025-01-07,A,Sunglasses,Accessories,1,800,0,800.0,North,Rahul
2025-01-08,G,Headphones,Electronics,2,2500,10,4500.0,West,Amit
2025-01-09,H,Laptop,Electronics,3,45000,10,121500.0,South,Neha
2025-01-10,G,Sunglasses,Accessories,1,800,10,720.0,South,Sneha
2025-01-11,A,Laptop,Electronics,4,45000,10,162000.0,North,Karan
2025-01-12,D,Laptop,Electronics,4,45000,5,171000.0,South,Priya
2025-01-13,E,Perfume,Beauty,3,900,15,2295.0,East,Amit
2025-01-14,E,Headphones,Electronics,1,2500,0,2500.0,South,Sneha
2025-01-15,D,Sunglasses,Accessories,3,800,15,2040.0,East,Sneha
2025-01-16,H,Perfume,Beauty,3,900,0,2700.0,South,Priya
2025-01-17,F,Shoes,Footwear,4,1500,5,5700.0,West,Rahul
2025-01-18,A,Perfume,Beauty,5,900,15,3825.0,East,Karan
2025-01-19,G,Perfume,Beauty,5,900,5,4275.0,North,Sneha
2025-01-20,D,T-shirt,Clothing,5,700,10,3150.0,West,Priya
2025-01-21,F,Sunglasses,Accessories,3,800,10,2160.0,West,Neha
2025-01-22,A,Headphones,Electronics,4,2500,10,9000.0,North,Karan
2025-01-23,E,Perfume,Beauty,2,900,10,1620.0,West,Sneha
2025-01-24,A,Bag,Accessories,2,1200,15,2040.0,South,Karan
2025-01-25,D,Laptop,Electronics,2,45000,5,85500.0,North,Rahul
2025-01-26,B,Shoes,Footwear,3,1500,15,3825.0,West,Sneha
2025-01-27,C,Headphones,Electronics,3,2500,5,7125.0,South,Neha
2025-01-28,C,Shoes,Footwear,5,1500,5,7125.0,North,Neha
2025-01-29,H,T-shirt,Clothing,5,700,5,3325.0,East,Neha
2025-01-30,H,Laptop,Electronics,5,45000,10,202500.0,East,Karan
2025-01-31,A,Perfume,Beauty,1,900,5,855.0,East,Neha
2025-02-01,G,Laptop,Electronics,4,45000,5,171000.0,West,Priya
2025-02-02,B,Laptop,Electronics,3,45000,5,128250.0,East,Priya
2025-02-03,H,Shoes,Footwear,2,1500,5,2850.0,West,Priya
2025-02-04,G,Sunglasses,Accessories,1,800,5,760.0,West,Amit
2025-02-05,D,Laptop,Electronics,1,45000,0,45000.0,East,Priya
2025-02-06,C,T-shirt,Clothing,5,700,15,2975.0,East,Amit
2025-02-07,E,Perfume,Beauty,3,900,15,2295.0,North,Karan
2025-02-08,C,Watch,Accessories,5,2500,10,11250.0,East,Rahul
2025-02-09,C,Bag,Accessories,4,1200,5,4560.0,South,Neha
2025-02-10,D,Shoes,Footwear,3,1500,5,4275.0,South,Priya
2025-02-11,H,Laptop,Electronics,3,45000,5,128250.0,North,Priya
2025-02-12,A,T-shirt,Clothing,5,700,10,3150.0,North,Priya
2025-02-13,H,Watch,Accessories,4,2500,5,9500.0,West,Sneha
2025-02-14,C,Laptop,Electronics,4,45000,5,171000.0,North,Amit
2025-02-15,G,T-shirt,Clothing,3,700,15,1785.0,South,Amit
2025-02-16,A,T-shirt,Clothing,3,700,10,1890.0,South,Neha
2025-02-17,B,Perfume,Beauty,1,900,5,855.0,West,Karan
2025-02-18,B,Bag,Accessories,3,1200,5,3420.0,West,Rahul
2025-02-19,G,Shoes,Footwear,5,1500,0,7500.0,West,Karan
2025-02-20,G,Sunglasses,Accessories,1,800,15,680.0,South,Rahul
2025-02-21,A,Watch,Accessories,5,2500,15,10625.0,North,Sneha
2025-02-22,E,Laptop,Electronics,2,45000,0,90000.0,East,Priya
2025-02-23,D,Bag,Accessories,4,1200,5,4560.0,South,Sneha
2025-02-24,E,Shoes,Footwear,1,1500,5,1425.0,South,Karan
2025-02-25,C,Perfume,Beauty,2,900,10,1620.0,North,Priya
2025-02-26,H,Watch,Accessories,1,2500,15,2125.0,North,Amit
2025-02-27,B,Perfume,Beauty,3,900,0,2700.0,North,Amit
2025-02-28,E,Headphones,Electronics,1,2500,15,2125.0,East,Neha
2025-03-01,D,T-shirt,Clothing,1,700,15,595.0,West,Sneha
2025-03-02,D,T-shirt,Clothing,3,700,10,1890.0,South,Sneha
2025-03-03,C,Headphones,Electronics,4,2500,10,9000.0,West,Karan
2025-03-04,B,Bag,Accessories,4,1200,0,4800.0,West,Amit
2025-03-05,E,Headphones,Electronics,2,2500,10,4500.0,South,Karan
2025-03-06,H,Perfume,Beauty,3,900,0,2700.0,East,Rahul
2025-03-07,C,Watch,Accessories,3,2500,5,7125.0,South,Neha
2025-03-08,B,Laptop,Electronics,3,45000,15,114750.0,South,Sneha
2025-03-09,B,Headphones,Electronics,3,2500,5,7125.0,West,Neha
2025-03-10,A,Shoes,Footwear,2,1500,0,3000.0,West,Karan
2025-03-11,E,Sunglasses,Accessories,4,800,5,3040.0,West,Priya
2025-03-12,A,Sunglasses,Accessories,2,800,0,1600.0,East,Sneha
2025-03-13,B,Headphones,Electronics,3,2500,10,6750.0,West,Sneha
2025-03-14,F,Perfume,Beauty,4,900,15,3060.0,South,Amit
2025-03-15,G,Watch,Accessories,2,2500,10,4500.0,North,Karan
2025-03-16,H,Perfume,Beauty,1,900,15,765.0,East,Priya
2025-03-17,D,Perfume,Beauty,5,900,15,3825.0,East,Karan
2025-03-18,B,Sunglasses,Accessories,5,800,0,4000.0,North,Priya
2025-03-19,H,Shoes,Footwear,3,1500,10,4050.0,South,Karan
2025-03-20,E,T-shirt,Clothing,1,700,0,700.0,North,Rahul
2025-03-21,E,Headphones,Electronics,3,2500,0,7500.0,West,Sneha
2025-03-22,G,Headphones,Electronics,4,2500,15,8500.0,North,Neha
2025-03-23,H,Watch,Accessories,2,2500,0,5000.0,South,Neha
2025-03-24,F,Watch,Accessories,2,2500,15,4250.0,West,Amit
2025-03-25,A,Shoes,Footwear,3,1500,5,4275.0,North,Rahul
2025-03-26,H,Shoes,Footwear,1,1500,10,1350.0,East,Rahul
2025-03-27,C,Headphones,Electronics,5,2500,0,12500.0,East,Sneha
2025-03-28,H,Perfume,Beauty,3,900,10,2430.0,West,Amit
2025-03-29,D,Headphones,Electronics,4,2500,10,9000.0,West,Karan
2025-03-30,E,Bag,Accessories,1,1200,5,1140.0,South,Amit
2025-03-31,H,Laptop,Electronics,5,45000,10,202500.0,North,Karan
2025-04-01,F,Watch,Accessories,1,2500,10,2250.0,South,Karan
2025-04-02,H,Perfume,Beauty,5,900,10,4050.0,North,Priya
2025-04-03,H,Watch,Accessories,1,2500,15,2125.0,North,Sneha
2025-04-04,H,Shoes,Footwear,2,1500,5,2850.0,South,Amit
2025-04-05,E,Laptop,Electronics,3,45000,10,121500.0,East,Priya
2025-04-06,A,Headphones,Electronics,1,2500,0,2500.0,West,Rahul
2025-04-07,A,Laptop,Electronics,1,45000,15,38250.0,East,Neha
2025-04-08,C,Shoes,Footwear,1,1500,10,1350.0,South,Amit
2025-04-09,H,Perfume,Beauty,4,900,5,3420.0,East,Sneha
2025-04-10,H,Shoes,Footwear,1,1500,15,1275.0,North,Rahul
2025-04-11,E,Bag,Accessories,3,1200,15,3060.0,South,Neha
2025-04-12,F,Perfume,Beauty,4,900,15,3060.0,South,Rahul
2025-04-13,G,T-shirt,Clothing,5,700,15,2975.0,West,Karan
2025-04-14,B,Perfume,Beauty,5,900,15,3825.0,North,Priya
2025-04-15,D,Shoes,Footwear,1,1500,10,1350.0,North,Priya
2025-04-16,B,Laptop,Electronics,5,45000,0,225000.0,South,Sneha
2025-04-17,E,Watch,Accessories,2,2500,0,5000.0,South,Neha
2025-04-18,E,Sunglasses,Accessories,5,800,0,4000.0,South,Rahul
2025-04-19,B,Perfume,Beauty,1,900,10,810.0,West,Karan
2025-04-20,E,Perfume,Beauty,4,900,10,3240.0,North,Karan
2025-04-21,G,Shoes,Footwear,3,1500,10,4050.0,North,Amit
2025-04-22,F,T-shirt,Clothing,4,700,5,2660.0,South,Amit
2025-04-23,B,Bag,Accessories,1,1200,15,1020.0,West,Karan
2025-04-24,A,Laptop,Electronics,2,45000,10,81000.0,West,Rahul
2025-04-25,A,Watch,Accessories,1,2500,10,2250.0,North,Karan
2025-04-26,H,Shoes,Footwear,2,1500,5,2850.0,West,Rahul
2025-04-27,E,T-shirt,Clothing,4,700,15,2380.0,South,Rahul
2025-04-28,A,T-shirt,Clothing,1,700,0,700.0,South,Priya
2025-04-29,D,Perfume,Beauty,5,900,0,4500.0,West,Amit
2025-04-30,F,Sunglasses,Accessories,5,800,0,4000.0,East,Priya
2025-05-01,E,Shoes,Footwear,3,1500,15,3825.0,South,Neha
2025-05-02,C,Headphones,Electronics,3,2500,10,6750.0,West,Rahul
2025-05-03,H,Shoes,Footwear,2,1500,15,2550.0,North,Karan
2025-05-04,H,Shoes,Footwear,5,1500,10,6750.0,East,Amit
2025-05-05,H,T-shirt,Clothing,1,700,0,700.0,West,Rahul
2025-05-06,F,Watch,Accessories,1,2500,10,2250.0,East,Sneha
2025-05-07,G,Headphones,Electronics,2,2500,5,4750.0,West,Karan
2025-05-08,A,Laptop,Electronics,4,45000,5,171000.0,South,Neha
2025-05-09,F,Headphones,Electronics,2,2500,0,5000.0,West,Sneha
2025-05-10,B,Perfume,Beauty,5,900,15,3825.0,North,Neha
2025-05-11,A,Perfume,Beauty,2,900,0,1800.0,West,Karan
2025-05-12,F,Sunglasses,Accessories,3,800,15,2040.0,West,Rahul
2025-05-13,A,Bag,Accessories,4,1200,10,4320.0,North,Neha
2025-05-14,C,Headphones,Electronics,5,2500,10,11250.0,North,Sneha
2025-05-15,D,Shoes,Footwear,4,1500,0,6000.0,South,Neha
2025-05-16,G,Sunglasses,Accessories,2,800,5,1520.0,South,Priya
2025-05-17,G,T-shirt,Clothing,1,700,0,700.0,South,Sneha
2025-05-18,D,Sunglasses,Accessories,4,800,15,2720.0,West,Neha
2025-05-19,E,Sunglasses,Accessories,2,800,5,1520.0,East,Karan
2025-05-20,C,Watch,Accessories,4,2500,15,8500.0,East,Priya
2025-05-21,C,Laptop,Electronics,5,45000,10,202500.0,South,Karan
2025-05-22,G,Headphones,Electronics,5,2500,5,11875.0,East,Amit
2025-05-23,D,Watch,Accessories,1,2500,10,2250.0,West,Neha
2025-05-24,D,T-shirt,Clothing,5,700,5,3325.0,West,Karan
2025-05-25,E,T-shirt,Clothing,2,700,10,1260.0,North,Amit
2025-05-26,C,T-shirt,Clothing,5,700,10,3150.0,South,Priya
2025-05-27,E,Laptop,Electronics,1,45000,5,42750.0,West,Amit
2025-05-28,C,Shoes,Footwear,2,1500,15,2550.0,East,Priya
2025-05-29,G,Bag,Accessories,2,1200,5,2280.0,South,Amit
2025-05-30,C,Sunglasses,Accessories,3,800,0,2400.0,North,Rahul
2025-05-31,G,Perfume,Beauty,1,900,15,765.0,South,Priya
2025-06-01,F,Headphones,Electronics,2,2500,10,4500.0,South,Amit
2025-06-02,E,Bag,Accessories,3,1200,15,3060.0,West,Neha
2025-06-03,G,Sunglasses,Accessories,5,800,15,3400.0,South,Neha
2025-06-04,D,Sunglasses,Accessories,3,800,15,2040.0,South,Karan
2025-06-05,A,Shoes,Footwear,5,1500,15,6375.0,East,Priya
2025-06-06,F,Sunglasses,Accessories,2,800,10,1440.0,North,Sneha
2025-06-07,G,T-shirt,Clothing,3,700,15,1785.0,South,Amit
2025-06-08,D,Perfume,Beauty,3,900,0,2700.0,North,Karan
2025-06-09,F,Headphones,Electronics,4,2500,15,8500.0,North,Karan
2025-06-10,B,Perfume,Beauty,5,900,0,4500.0,North,Rahul
2025-06-11,B,Laptop,Electronics,4,45000,15,153000.0,North,Amit
2025-06-12,C,Bag,Accessories,3,1200,15,3060.0,North,Sneha
2025-06-13,E,T-shirt,Clothing,3,700,0,2100.0,West,Neha
2025-06-14,H,Perfume,Beauty,3,900,5,2565.0,East,Karan
2025-06-15,A,Headphones,Electronics,5,2500,10,11250.0,East,Sneha
2025-06-16,H,Headphones,Electronics,4,2500,5,9500.0,South,Amit
2025-06-17,D,Laptop,Electronics,4,45000,5,171000.0,West,Priya
2025-06-18,F,Sunglasses,Accessories,1,800,10,720.0,South,Karan
2025-06-19,E,Perfume,Beauty,3,900,0,2700.0,South,Priya
2025-06-20,F,T-shirt,Clothing,1,700,15,595.0,East,Amit
2025-06-21,A,Headphones,Electronics,3,2500,10,6750.0,West,Priya
2025-06-22,D,Watch,Accessories,3,2500,5,7125.0,West,Priya
2025-06-23,A,Headphones,Electronics,2,2500,15,4250.0,West,Amit
2025-06-24,G,Headphones,Electronics,1,2500,15,2125.0,North,Priya
2025-06-25,C,T-shirt,Clothing,3,700,15,1785.0,South,Priya
2025-06-26,A,Perfume,Beauty,5,900,0,4500.0,East,Sneha
2025-06-27,A,Headphones,Electronics,4,2500,10,9000.0,West,Neha
2025-06-28,F,Headphones,Electronics,4,2500,10,9000.0,North,Sneha
2025-06-29,A,Perfume,Beauty,4,900,10,3240.0,South,Neha
2025-06-30,F,Bag,Accessories,3,1200,5,3420.0,West,Sneha
2025-07-01,B,Shoes,Footwear,4,1500,0,6000.0,West,Priya
2025-07-02,B,Sunglasses,Accessories,3,800,15,2040.0,East,Neha
2025-07-03,C,Sunglasses,Accessories,2,800,5,1520.0,North,Neha
2025-07-04,H,Bag,Accessories,2,1200,5,2280.0,West,Karan
2025-07-05,H,Sunglasses,Accessories,3,800,0,2400.0,South,Karan
2025-07-06,A,Sunglasses,Accessories,2,800,15,1360.0,East,Karan
2025-07-07,D,Perfume,Beauty,2,900,15,1530.0,North,Priya
2025-07-08,F,T-shirt,Clothing,4,700,0,2800.0,East,Rahul
2025-07-09,D,Bag,Accessories,1,1200,15,1020.0,South,Rahul
2025-07-10,H,Perfume,Beauty,4,900,15,3060.0,North,Sneha
2025-07-11,C,Watch,Accessories,3,2500,0,7500.0,West,Amit
2025-07-12,B,Headphones,Electronics,2,2500,10,4500.0,West,Sneha
2025-07-13,F,Perfume,Beauty,2,900,5,1710.0,West,Amit
2025-07-14,A,Perfume,Beauty,2,900,10,1620.0,South,Neha
2025-07-15,G,Watch,Accessories,4,2500,5,9500.0,West,Neha
2025-07-16,F,Shoes,Footwear,3,1500,10,4050.0,West,Karan
2025-07-17,G,Headphones,Electronics,1,2500,5,2375.0,South,Rahul
2025-07-18,C,Shoes,Footwear,4,1500,5,5700.0,South,Amit
2025-07-19,H,Headphones,Electronics,4,2500,5,9500.0,South,Amit
2025-07-20,G,Laptop,Electronics,4,45000,5,171000.0,East,Karan
2025-07-21,B,Perfume,Beauty,3,900,5,2565.0,North,Rahul
2025-07-22,F,Shoes,Footwear,4,1500,10,5400.0,West,Neha
2025-07-23,H,Laptop,Electronics,2,45000,0,90000.0,East,Neha
2025-07-24,F,T-shirt,Clothing,4,700,5,2660.0,East,Sneha
2025-07-25,E,Perfume,Beauty,1,900,0,900.0,West,Amit
2025-07-26,C,Perfume,Beauty,5,900,15,3825.0,South,Rahul
2025-07-27,H,Laptop,Electronics,3,45000,10,121500.0,North,Karan
2025-07-28,E,Perfume,Beauty,2,900,0,1800.0,South,Amit
2025-07-29,D,Laptop,Electronics,1,45000,10,40500.0,West,Priya
2025-07-30,D,Shoes,Footwear,4,1500,0,6000.0,South,Rahul
2025-07-31,H,Shoes,Footwear,2,1500,5,2850.0,North,Sneha
2025-08-01,G,Sunglasses,Accessories,1,800,0,800.0,North,Neha
2025-08-02,A,Headphones,Electronics,5,2500,0,12500.0,East,Karan
2025-08-03,A,Watch,Accessories,4,2500,10,9000.0,West,Amit
2025-08-04,A,Perfume,Beauty,3,900,10,2430.0,North,Amit
2025-08-05,F,Perfume,Beauty,5,900,10,4050.0,West,Rahul
2025-08-06,C,Headphones,Electronics,3,2500,10,6750.0,East,Amit
2025-08-07,B,Bag,Accessories,3,1200,5,3420.0,West,Rahul
2025-08-08,G,Sunglasses,Accessories,1,800,5,760.0,East,Neha
2025-08-09,G,T-shirt,Clothing,2,700,15,1190.0,North,Neha
2025-08-10,H,Headphones,Electronics,4,2500,10,9000.0,East,Rahul
2025-08-11,F,Watch,Accessories,2,2500,0,5000.0,West,Rahul
2025-08-12,B,Shoes,Footwear,3,1500,0,4500.0,East,Karan
2025-08-13,F,Sunglasses,Accessories,4,800,15,2720.0,South,Karan
2025-08-14,E,Sunglasses,Accessories,3,800,15,2040.0,South,Priya
2025-08-15,H,Laptop,Electronics,4,45000,5,171000.0,West,Sneha
2025-08-16,B,Bag,Accessories,1,1200,10,1080.0,West,Priya
2025-08-17,A,T-shirt,Clothing,3,700,0,2100.0,South,Rahul
2025-08-18,C,Perfume,Beauty,1,900,15,765.0,South,Rahul
2025-08-19,A,Sunglasses,Accessories,4,800,0,3200.0,North,Rahul
2025-08-20,B,T-shirt,Clothing,1,700,10,630.0,West,Rahul
2025-08-21,G,T-shirt,Clothing,2,700,10,1260.0,North,Priya
2025-08-22,B,Bag,Accessories,4,1200,5,4560.0,South,Amit
2025-08-23,C,Laptop,Electronics,4,45000,15,153000.0,South,Karan
2025-08-24,G,Headphones,Electronics,3,2500,15,6375.0,West,Sneha
2025-08-25,B,Watch,Accessories,4,2500,5,9500.0,East,Rahul
2025-08-26,F,T-shirt,Clothing,2,700,15,1190.0,South,Amit
2025-08-27,A,Laptop,Electronics,2,45000,10,81000.0,West,Priya
2025-08-28,A,Bag,Accessories,4,1200,0,4800.0,West,Karan
2025-08-29,H,Watch,Accessories,5,2500,10,11250.0,South,Rahul
2025-08-30,H,Sunglasses,Accessories,5,800,10,3600.0,East,Rahul
2025-08-31,E,Watch,Accessories,2,2500,10,4500.0,North,Amit
2025-09-01,H,Sunglasses,Accessories,2,800,10,1440.0,South,Rahul
2025-09-02,B,Perfume,Beauty,3,900,15,2295.0,East,Rahul
2025-09-03,F,Bag,Accessories,2,1200,5,2280.0,West,Priya
2025-09-04,A,T-shirt,Clothing,5,700,10,3150.0,East,Sneha
2025-09-05,B,Shoes,Footwear,1,1500,10,1350.0,West,Rahul
2025-09-06,C,Perfume,Beauty,4,900,0,3600.0,West,Sneha
2025-09-07,G,T-shirt,Clothing,5,700,10,3150.0,West,Rahul
2025-09-08,E,Headphones,Electronics,4,2500,10,9000.0,West,Priya
2025-09-09,D,Laptop,Electronics,3,45000,0,135000.0,South,Amit
2025-09-10,F,Headphones,Electronics,4,2500,5,9500.0,West,Rahul
2025-09-11,D,Laptop,Electronics,4,45000,10,162000.0,North,Karan
2025-09-12,G,Shoes,Footwear,4,1500,15,5100.0,East,Rahul
2025-09-13,A,Watch,Accessories,2,2500,5,4750.0,South,Karan
2025-09-14,E,Bag,Accessories,5,1200,5,5700.0,East,Neha
2025-09-15,E,Shoes,Footwear,3,1500,5,4275.0,West,Neha
2025-09-16,G,Sunglasses,Accessories,3,800,0,2400.0,East,Neha
2025-09-17,C,Headphones,Electronics,4,2500,5,9500.0,East,Sneha
2025-09-18,E,Watch,Accessories,1,2500,10,2250.0,West,Priya
2025-09-19,H,Shoes,Footwear,3,1500,0,4500.0,North,Rahul
2025-09-20,A,Perfume,Beauty,1,900,15,765.0,South,Karan
2025-09-21,G,Headphones,Electronics,4,2500,15,8500.0,East,Priya
2025-09-22,C,Sunglasses,Accessories,5,800,5,3800.0,West,Karan
2025-09-23,C,Bag,Accessories,4,1200,0,4800.0,West,Rahul
2025-09-24,F,Headphones,Electronics,5,2500,15,10625.0,West,Karan
2025-09-25,D,Perfume,Beauty,1,900,0,900.0,South,Rahul
2025-09-26,B,T-shirt,Clothing,5,700,10,3150.0,South,Karan
2025-09-27,G,Watch,Accessories,4,2500,5,9500.0,West,Sneha
2025-09-28,D,Shoes,Footwear,5,1500,5,7125.0,North,Karan
2025-09-29,H,Watch,Accessories,4,2500,10,9000.0,North,Karan
2025-09-30,E,Bag,Accessories,3,1200,5,3420.0,West,Rahul
2025-10-01,B,Headphones,Electronics,5,2500,15,10625.0,South,Karan
2025-10-02,B,Shoes,Footwear,1,1500,0,1500.0,East,Sneha
2025-10-03,G,Shoes,Footwear,5,1500,15,6375.0,East,Rahul
2025-10-04,C,Sunglasses,Accessories,2,800,15,1360.0,South,Priya
2025-10-05,H,Headphones,Electronics,1,2500,10,2250.0,East,Sneha
2025-10-06,E,Headphones,Electronics,3,2500,0,7500.0,West,Amit
2025-10-07,E,Bag,Accessories,2,1200,10,2160.0,South,Neha
2025-10-08,H,Bag,Accessories,1,1200,5,1140.0,North,Amit
2025-10-09,H,Sunglasses,Accessories,3,800,5,2280.0,West,Neha
2025-10-10,C,Laptop,Electronics,1,45000,15,38250.0,South,Sneha
2025-10-11,D,Sunglasses,Accessories,2,800,0,1600.0,West,Amit
2025-10-12,G,Watch,Accessories,2,2500,0,5000.0,West,Priya
2025-10-13,A,Bag,Accessories,4,1200,10,4320.0,West,Neha
2025-10-14,E,T-shirt,Clothing,5,700,15,2975.0,West,Karan
2025-10-15,F,T-shirt,Clothing,1,700,5,665.0,East,Priya
2025-10-16,F,Shoes,Footwear,4,1500,0,6000.0,West,Neha
2025-10-17,A,Headphones,Electronics,5,2500,5,11875.0,West,Karan
2025-10-18,F,Watch,Accessories,4,2500,0,10000.0,South,Rahul
2025-10-19,A,Shoes,Footwear,3,1500,5,4275.0,East,Neha
2025-10-20,D,Headphones,Electronics,4,2500,10,9000.0,East,Rahul
2025-10-21,D,Watch,Accessories,5,2500,15,10625.0,East,Neha
2025-10-22,G,Laptop,Electronics,1,45000,15,38250.0,West,Priya
2025-10-23,E,Perfume,Beauty,2,900,5,1710.0,West,Priya
2025-10-24,F,Shoes,Footwear,3,1500,15,3825.0,West,Neha
2025-10-25,G,Laptop,Electronics,2,45000,10,81000.0,South,Karan
